#ignore	\o042																													
#exchange	#	\x20																												
																														
#table	Common																													
#columntype	index	dwrd																												
#columnname	key	argument																												
#record	RunSpeed	127																												
#record	WalkSpeed	33																												
#record	AttackSpeed	13																												
#record	ShoutLevel	0																												
#record	ShoutDelay	0																												
#record	LevelLimit	120																												
#record	MaxExpBonus	3000																												
																														
#record	RestExpRate	1100																												
#record	MinNeedTime	21600																												
#record	DefaultBonusTime	600																												
#record	IntervalTime	3600																												
#record	AddBuffTime	600																												
#record	MaxBuffTime	7200																												
																														
#record	PrisonTime	5																												
#record	LostExpLevel	21																												
#record	MaxFreeStat	255																												
																														
#table	StatTable																													
#columntype	byte	string[50]	WORD	WORD	WORD	WORD	WORD	WORD	WORD	WORD	WORD	WORD	WORD	WORD	WORD	WORD	WORD	WORD	WORD	WORD	WORD	WORD	WORD	WORD	WORD	WORD	WORD	WORD	DWORD	byte
#columnname	level	NextExp	 dummy	Fig	Cfig	War	Gla	Kni	Cle	Hcle	Pal	Hol	Gua	Arc	Harc	Sco	Sha	Ran	Mag	Wmag	Enc	Warl	Wiz	Jok	Chs	Cru	Cls	Ass	ExpLostAtPvP	CheckSum
#record	1	10	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1
#record	2	40	0	2	0	0	0	0	2	0	0	0	0	2	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	2
#record	3	100	0	3	0	0	0	0	3	0	0	0	0	3	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	3
#record	4	200	0	4	0	0	0	0	4	0	0	0	0	4	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	4
#record	5	350	0	5	0	0	0	0	5	0	0	0	0	5	0	0	0	0	5	0	0	0	0	5	0	0	0	0	0	5
#record	6	560	0	6	0	0	0	0	6	0	0	0	0	6	0	0	0	0	6	0	0	0	0	6	0	0	0	0	0	6
#record	7	840	0	7	0	0	0	0	7	0	0	0	0	7	0	0	0	0	7	0	0	0	0	7	0	0	0	0	0	7
#record	8	1200	0	8	0	0	0	0	8	0	0	0	0	8	0	0	0	0	8	0	0	0	0	8	0	0	0	0	0	8
#record	9	1650	0	9	0	0	0	0	9	0	0	0	0	9	0	0	0	0	9	0	0	0	0	9	0	0	0	0	0	9
#record	10	2350	0	10	0	0	0	0	10	0	0	0	0	10	0	0	0	0	10	0	0	0	0	10	0	0	0	0	0	10
#record	11	3340	0	11	0	0	0	0	11	0	0	0	0	11	0	0	0	0	11	0	0	0	0	11	0	0	0	0	0	11
#record	12	4671	0	12	0	0	0	0	12	0	0	0	0	12	0	0	0	0	12	0	0	0	0	12	0	0	0	0	0	12
#record	13	6401	0	13	0	0	0	0	13	0	0	0	0	13	0	0	0	0	13	0	0	0	0	13	0	0	0	0	0	13
#record	14	8597	0	14	0	0	0	0	14	0	0	0	0	14	0	0	0	0	14	0	0	0	0	14	0	0	0	0	0	14
#record	15	11416	0	15	0	0	0	0	15	0	0	0	0	15	0	0	0	0	15	0	0	0	0	15	0	0	0	0	0	15
#record	16	14959	0	16	0	0	0	0	16	0	0	0	0	16	0	0	0	0	16	0	0	0	0	16	0	0	0	0	0	16
#record	17	19987	0	17	0	0	0	0	17	0	0	0	0	17	0	0	0	0	17	0	0	0	0	17	0	0	0	0	0	17
#record	18	26203	0	18	0	0	0	0	18	0	0	0	0	18	0	0	0	0	18	0	0	0	0	18	0	0	0	0	0	18
#record	19	33843	0	19	0	0	0	0	19	0	0	0	0	19	0	0	0	0	19	0	0	0	0	19	0	0	0	0	0	19
#record	20	43539	0	20	30	0	0	0	20	30	0	0	0	20	30	0	0	0	20	30	0	0	0	20	30	0	0	0	435	20
#record	21	54952	0	21	31	0	0	0	21	31	0	0	0	21	31	0	0	0	21	31	0	0	0	21	31	0	0	0	550	21
#record	22	68451	0	22	32	0	0	0	22	32	0	0	0	22	32	0	0	0	22	32	0	0	0	22	32	0	0	0	685	22
#record	23	84419	0	23	33	0	0	0	23	33	0	0	0	23	33	0	0	0	23	33	0	0	0	23	33	0	0	0	844	23
#record	24	103307	0	24	34	0	0	0	24	34	0	0	0	24	34	0	0	0	24	34	0	0	0	24	34	0	0	0	1033	24
#record	25	125647	0	25	35	0	0	0	25	35	0	0	0	25	35	0	0	0	25	35	0	0	0	25	35	0	0	0	1256	25
#record	26	152070	0	26	36	0	0	0	26	36	0	0	0	26	36	0	0	0	26	36	0	0	0	26	36	0	0	0	1521	26
#record	27	183322	0	27	37	0	0	0	27	37	0	0	0	27	37	0	0	0	27	37	0	0	0	27	37	0	0	0	1833	27
#record	28	220284	0	28	38	0	0	0	28	38	0	0	0	28	38	0	0	0	28	38	0	0	0	28	38	0	0	0	2203	28
#record	29	263998	0	29	39	0	0	0	29	39	0	0	0	29	39	0	0	0	29	39	0	0	0	29	39	0	0	0	2640	29
#record	30	314987	0	30	40	0	0	0	30	40	0	0	0	30	40	0	0	0	30	40	0	0	0	30	40	0	0	0	3150	30
#record	31	374745	0	31	41	0	0	0	31	41	0	0	0	31	41	0	0	0	31	41	0	0	0	31	41	0	0	0	3747	31
#record	32	444441	0	32	42	0	0	0	32	42	0	0	0	32	42	0	0	0	32	42	0	0	0	32	42	0	0	0	4444	32
#record	33	525720	0	33	43	0	0	0	33	43	0	0	0	33	43	0	0	0	33	43	0	0	0	33	43	0	0	0	5257	33
#record	34	620499	0	34	44	0	0	0	34	44	0	0	0	34	44	0	0	0	34	44	0	0	0	34	44	0	0	0	6205	34
#record	35	731012	0	35	45	0	0	0	35	45	0	0	0	35	45	0	0	0	35	45	0	0	0	35	45	0	0	0	7310	35
